season,episode,scene,character,line
5,8,2,Castaspella,"So, that's it? We're going to hide?"
5,8,2,Perfuma,Just until we figure out what to do. Maybe we could go to Mystacor. It has that invisibility spell.
5,8,2,Shadow Weaver,"That's not going to work. With Micah controlled by Prime, Mystacor is already compromised."
5,8,2,Castaspella,"How did the Rebellion lose so many of our finest members, and yet we're still stuck with you? We're wasting time here. We need to seek out the Horde and get my brother back. I lost him once, I'm not gonna lose him again."
5,8,2,Perfuma,We need to get out of here! We need to make sure the rest of the Rebellion is safe first.
5,8,2,Shadow Weaver,"If you want to help Micah, come with me."
5,8,2,Castaspella,You can't seriously think I would ever go anywhere with you.
5,8,2,Shadow Weaver,You don't have a plan. I do.
5,8,2,Castaspella,"Fine. But if you try anything, I won't hesitate to strike you down."
5,8,3,Adora,That's weird.
5,8,3,Catra,Cool. Maybe this planet chased away Horde Prime with poorly planned architecture.
5,8,3,Entrapta,Why'd you stop? Go through the door right in front of you.
5,8,3,Bow,Entrapta...there's no door.
5,8,4,Entrapta,"Well, the schematics show a door right where you're standing. Data never lies."
5,8,4,Other,The logs say Lord Prime...retreated from this planet? Oh...this cannot be. Lord Prime...does not retreat. He is...the almighty conqueror. His dominion is just and eternal.
5,8,4,Entrapta,I don't know how many times I have to repeat myself: Data never lies!
5,8,5,Entrapta,"Uh...I mean... there, there?"
5,8,5,Catra,"Ah, whatever. We need a door? There's your door. You're welcome."
5,8,5,Bow,"Uh, we don't know what we're dealing with here. Maybe you shouldn't just smash stuff."
5,8,5,Catra,Do you wanna find whoever is here or not? Let's just get this over with.
5,8,5,Bow,It's some sort of mineral growth. ...It's eating away at the Spire.
5,8,5,Catra,You have an arrow that turns into a magnifying glass? I can't believe we were losing to you guys.
5,8,5,Bow,Glimmer? You okay?
5,8,5,Glimmer,Uh...I--I don't know. I have a weird feeling about this place. It feels... strange.
5,8,5,Adora,"Entrapta, this floor is clear. Where to now? Entrapta?"
5,8,5,Entrapta,Sorry. Seems Wrong Hordak has begun to question the meaning of life.
5,8,5,Other,Who am I if not an exalted brother of Prime?
5,8,5,Entrapta,But don't worry! I've got it totally under control!
5,8,5,Adora,"Okay, any sign of those life readings?"
5,8,5,Entrapta,I'm picking up something on the next level!
5,8,5,Adora,Upstairs. Let's go.
5,8,5,Bow,Aww. That's your sneeze?
5,8,5,Catra,What?
5,8,5,Bow,It's just so...cute!
5,8,5,Catra,It's a normal sneeze!
5,8,5,Bow,"I can't believe the whole time you were trying to kill us, you had the cutest sneeze of all time!"
5,8,5,Catra,I am not cute!
5,8,5,Bow,"The angrier you get, the cuter you are!"
5,8,5,Adora,Catra!
5,8,5,Catra,Get me out of this thing!
5,8,5,Glimmer,Bow! I think this feeling I had about this place is a bad feeling!
5,8,6,Castaspella,"Don't look at me like that. You could slow down, you know. Where are we going?"
5,8,6,Shadow Weaver,"There's no time, you need to keep up."
5,8,6,Castaspella,"You said you had a plan. The only reason I'm following you is because if anyone would know about mind control, it's you."
5,8,6,Shadow Weaver,Mind control? Is that what they told you? No. My gifts were always far subtler.
5,8,6,Castaspella,Then you're wasting my time. I'm going back.
5,8,6,Shadow Weaver,"You never held a candle to Micah's power as a sorcerer. Neither did I. We both know how dangerous he is now that his magic is controlled by the enemy. We won't be able to stop him. He could do irreparable damage to others, and...to himself."
5,8,6,Castaspella,So what is your plan?
5,8,6,Shadow Weaver,We make ourselves stronger.
5,8,7,Catra,What was that? Why did that wall try to eat me?!
5,8,7,Adora,Isn't this where we started?
5,8,7,Bow,"You guys hear that, too, right?"
5,8,7,Entrapta,The energy signature is just ahead of you. Go through the door on your left.
5,8,7,Adora,Door? W-what door?
5,8,7,Catra,We're not really going through that...are we?
5,8,7,Adora,"Well, Entrapta says this is the way, so, let's go."
5,8,7,Catra,Seriously?! How have you guys stayed alive this long?
5,8,8,Entrapta,"Adora! Are you there? Wrong Hordak downloaded the rest of the records from Prime's occupation of Krytis, and guess what?! This planet was once a First Ones colony like Etheria. It looks like Horde Prime and the First Ones were fighting for control of this planet, and Horde Prime won. But something on the planet drove him away before he could conquer it. He tried to erase all records of his failure."
5,8,8,Other,Horde Prime lied to us.  He...is not all-powerful.
5,8,9,Adora,See?! We're on the right path!
5,8,9,Bow,But we have to get out of here first. And that door still isn't getting any closer.
5,8,9,Entrapta,"Sorry, what door?"
5,8,9,Catra,"What do you mean, what door? The one you told us to go through."
5,8,9,Entrapta,That wasn't me. This is the first time we've talked since the last floor.
5,8,9,Catra,"I knew it! I knew this was a terrible plan! This place is weird, and unnatural, and we need to get out of here before--!"
5,8,9,Entrapta,"By the way, who's your new friend?"
5,8,9,Glimmer,What are you talking about? It's just the four of us.
5,8,10,Entrapta,"Hate to disagree, but there's a definite heat signature, right behind you."
5,8,11,Adora,Catra! Catra!
5,8,11,Catra,Adora! I'm down here!
5,8,11,Adora,I'm coming!
5,8,11,Catra,Hurry.
5,8,12,Bow,"Adora, what do we do?"
5,8,12,Adora,"I don't know, just--just nobody move!"
5,8,12,Bow,Glimmer! What are you doing?
5,8,12,Glimmer,"Hang on, I have to try something."
5,8,12,Glimmer,Illusions. These are all illusions. Then that means--
5,8,12,Glimmer,"I knew I was feeling something about this place. I thought it was bad, but it's--it's not! It's magic."
5,8,12,Adora,Catra!
5,8,13,Adora,Catra! Hold--on?
5,8,13,Adora,Are you--are you petting the thing that's been trying to kill us?
5,8,13,Catra,"I'm trying something here, if you didn't notice..."
5,8,13,Bow,It's just so...cute!
5,8,13,Catra,It's not cute!
5,8,13,Adora,Get away from her!
5,8,13,Catra,No...! Don't. I'm sorry. I got angry. It's something I'm working on.
5,8,13,Adora,"Aww, you are?"
5,8,13,Catra,"Yes! Now can you please-- Yes, I am. I think this thing responds to emotions. So can you not give me a hard time right now?"
5,8,13,Adora,"No, sorry, sorry. Do your thing."
5,8,13,Catra,It's okay. We won't hurt you.
5,8,13,Adora,You're--you're magic aren't you.
5,8,13,Adora,"Me, too."
5,8,13,Catra,"Uh, what's it doing?! Uh, guys? Can you hear it talking, too? Please tell me you can hear it talking."
5,8,13,Bow,It must have imprinted on you. It...trusts you.
5,8,13,Catra,"Well, it shouldn't. Why is everything with you guys so weird?"
5,8,13,Catra,"It says its name is...Melog. It's been here by itself for a long time. It thought we were enemies, like, um, the ones that came to take its magic? They dug into the ground, built machines."
5,8,13,Adora,"The First Ones. That's what they were doing. They were mining this planet's magic, just like on Etheria."
5,8,13,Catra,"But they took too much. And then...""the one who destroys"" came."
5,8,13,Catra,"He tried to conquer this place, but-but couldn't. The magic of Krytis was too wild for Prime. He didn't understand what it was. He couldn't use it, couldn't defend against it..."
5,8,13,Glimmer,Magic is Horde Prime's weakness!
5,8,13,Catra,Melog drove Prime off but couldn't defeat him. And now...it's the last of its kind.
5,8,13,Adora,"I'm sorry for what happened to you, but we're gonna make sure it never happens again. Our planet has magic, too. It might be the last place in the universe that does. If you wanna come with us, I think you'd really like it there."
5,8,13,Adora,Entrapta? We're on our way back down. And we're bringing a friend.
5,8,13,Entrapta,That's great! And I'm happy to report that Wrong Hordak's existential crisis has resolved.
5,8,13,Other,"Brothers! Horde Prime lied to us. He is a false ruler. We must rise up against him, and free the universe from his unjust reign!"
5,8,13,Adora,That's the plan!
5,8,13,Bow,"Uh, Adora? We still don't know how we're gonna get back to Etheria."
5,8,13,Catra,"Hmm, about that. I think I might have an idea."
5,8,14,Castaspella,"I can't believe I fell for this. You don't care about Micah. All you've ever cared about is getting more power for yourself. Well, I'm putting a stop to this right now!"
5,8,14,Shadow Weaver,"Everything we were taught in the Sorcerer's Guild was wrong. The First Ones didn't enhance this planet's magic with their tech, they weakened it. Etheria isn't a weapon. It's a living creature. And its magic has been here the whole time, slumbering, waiting to be awakened. Prime has taken our strongest fighters, but he does not yet know what this planet really is. We can destroy the restraints the First Ones built, set the magic of Etheria free... and use it against him."
5,8,14,Castaspella,You just want to take the magic for yourself.
5,8,14,Shadow Weaver,"I want to save Micah. I owe him that much, at least. Come with me. Help me undo what the First Ones did, and... stop me if I try to take the power for myself."
5,8,14,Castaspella,You better believe I will.
5,8,15,Entrapta,Coming up on the blockade around Etheria. They'll have visual on us soon.
5,8,15,Bow,We sure this is gonna work?
5,8,15,Adora,Only one way to find out.
5,8,15,Catra,Ready?
5,8,15,Glimmer,"So, just to make sure I get it, we're going to go running through a Horde blockade while relying on the magic of a creature we just met?"
5,8,15,Catra,"That about sums it up, yes."
5,8,15,Entrapta,"Punch it, Darla!"
5,8,15,Adora,It worked... It worked! Ah! Melog did it!
5,8,15,Glimmer,Catra saved the daaay!
5,8,15,Bow,"Aw, come here!"
5,8,15,Bow,Best Friend Squad huuug!
5,8,15,Catra,"No, no, absolutely not!"
5,8,15,Adora,We made it. We're home.
5,9,0,Glimmer,Oh! I missed this.
5,9,0,Catra,Really? 'Cause I could stand to never do it again.
5,9,0,Other,This place is a true blessing. What is this tingling sensation?
5,9,0,Bow,"That's warmth, buddy. Welcome to a living planet."
5,9,0,Adora,"Hey, I think you guys should take a look at this."
5,9,0,Glimmer,No. Where is everyone?
5,9,0,Adora,There was a fight.
5,9,0,Entrapta,"Makes sense. Perfuma said the Rebellion was compromised. If someone in camp got chipped and went after the rest, it would've been chaos."
5,9,0,Bow,"Adora, what if--? What if there's no one left?"
5,9,0,Adora,"We don't know that. They might have just moved camp. Wherever they are, we need to find them."
5,9,0,Glimmer,Maybe they went back to Bright Moon? Or maybe my dad took them to hide out in Mystacor?
5,9,0,Catra,We can't just traipse into your old hangouts and play nice with your pals. We don't know who's chipped.
5,9,0,Glimmer,"Wow, you don't trust the Princesses? I am shocked."
5,9,0,Entrapta,Really? That seems very in character for her.
5,9,0,Adora,Catra's right. We should gather intel first so we don't fall into a trap.
5,9,0,Bow,Erelandia is the closest village to camp. Maybe someone there knows what happened.
5,9,0,Glimmer,I'm on it.
5,9,0,Catra,How about a warning next time?
5,9,0,Glimmer,Sorry. Welcome to...
5,9,0,Glimmer,Erelandia.
5,9,0,Horde Prime,How many now?
5,9,0,Other,"At least a dozen occupied planets. We are stamping out the dissidents, but their message is spreading. They say they are revolting against the Horde in the name of...the Rebellion...and...of She-Ra."
5,9,0,Horde Prime,"My heart aches for these misguided children. Now more than ever, I am assured of my plan to use the Heart of Etheria to bring peace to all the universe. But without She-Ra, we must find another way to activate it. Find the dissenters and make an example of them. It is time to crush this spark of rebellion for good. Send word to our dear sister on Etheria."
5,9,0,Adora,"The townspeople might be able to tell us what happened to the Rebellion, but we need to keep a low profile. We should be able to avoid detection as long as we stick with Wrong Hordak. Let's go."
5,9,0,Other,"Brother, uh, I hope you, too, are full only of love for Horde Prime and have no crippling doubt eating at your soul."
5,9,0,Other,Glory be to Horde Prime.
5,9,0,Other,Ah...
5,9,0,Entrapta,"Nice job, Wrong Hordak. You blend right in."
5,9,0,Other,You appear to have a facial tic. Is it cause for concern?
5,9,0,Entrapta,"Huh? Oh, I'm winking. It signals unspoken intent behind my words. In this case, our mutual deception of the Horde. Now you try."
5,9,0,Other,"Oh, expressing facial emotion is a privilege reserved only for Prime."
5,9,0,Entrapta,Which is exactly why you should do it.
5,9,0,Other,Oh.
5,9,0,Entrapta,Now you've got it.
5,9,0,Adora,"Oh, there's a local. I'm gonna go talk to him. Um, hi there. I was just wondering if--"
5,9,0,Other,"I don't know anything. Please, just let me go. I was just trying to get home."
5,9,0,Adora,We're not going to hurt you. We just--
5,9,0,Other,Glory be to Horde Prime. Glory be to Horde Prime.
5,9,0,Catra,Hmm. No chip. But something is making the locals real skittish.
5,9,0,Glimmer,You think?
5,9,0,Catra,"If these people are scared, they're more likely to sell us out to Prime than tell us anything useful."
5,9,0,Catra,We should just go.
5,9,0,Adora,Not until we find out if there's any sign of the Princesses here.
5,9,0,Bow,"Leave this to me. You may all have magical powers and alien pets, but what we need now is the team's resident regular guy. They'll talk to me. Hey there. I'm just your average traveler passing through. Would you mind if I asked you a few questions about your lovely town?"
5,9,0,Other,Uh...what is it you want to know?
5,9,0,Bow,Have you seen any Princesses around these parts?
5,9,0,Other,Princesses? Where?
5,9,0,Bow,"So, obviously, at least some of our friends were here recently and made an...impression."
5,9,0,Catra,"A town that hates Princesses? Should I buy property here? Is what I would of said before I joined you. Go, team."
5,9,0,Adora,"We should split up and look around. Whoever it was could still be close. Catra, you take Entrapta and Melog. Keep them safe, okay?"
5,9,0,Adora,Let's move out.
5,9,0,Bow,"After everything the Rebellion's done for Etheria, how could people be afraid of the Princesses?"
5,9,0,Adora,"We've been gone a while, Bow. Things are worse here than when we left. You can't blame people for being scared of..."
5,9,0,Other,...suspicious dissenters. They're over there.
5,9,0,Adora,"them...Cover for us, okay?"
5,9,0,Other,"Yes, brother."
5,9,0,Adora,Did you just--? Did you just wind at me?
5,9,0,Other,Brothers! There is nothing to see here. Please move along.
5,9,0,Other,Glory be to Horde Prime.
5,9,0,Other,"Oh, no. I don't want any part of this. You're wearing hooded cloaks. It's highly suspicious. Are you hiding form the Horde? I'll call for help."
5,9,0,Bow,"No need for that. We're just, uh...browsing."
5,9,0,Bow,So...it seems like things have been pretty bad around here lately.
5,9,0,Other,Things are bad everywhere. We're all just trying to get through the day without any trouble.
5,9,0,Bow,"So, what, you're all just giving up and letting Prime take over?"
5,9,0,Other,"Well, what else are we supposed to do?"
5,9,0,Adora,"Bow, be cool. Undercover, remember?"
5,9,0,Bow,"Well, I'm just a completely objective third-party observer. But Erelandia should join the Rebellion and fight back."
5,9,0,Adora,"Oh, yeah. That's nice."
5,9,0,Other,"The Rebellion? The Rebellion is on the Horde's side now. If it's not clones attacking us, it's Princesses."
5,9,0,Glimmer,"No. No, it's not their fault. It's Prime's chips controlling them--"
5,9,0,Other,Do you think that makes a difference to us?
5,9,0,Glimmer,"Well, there are still some Princesses fighting for Etheria."
5,9,0,Adora,"Okay, well, there she is."
5,9,0,Other,"Queen Glimmer, I--I--I'm sorry. Please, I don't want any trouble."
5,9,0,Bow,We're not with the Horde.
5,9,0,Other,"Someone is coming, brothers. Ah?"
5,9,0,Adora,That's not how winking works. Is someone coming or not?
5,9,0,Entrapta,"Once I get these samples analyzed, we'll know if the Princesses were here in approximately four to six weeks."
5,9,0,Catra,Found them.
5,9,0,Entrapta,"That's the windy one, right? Isn't she with us?"
5,9,0,Catra,Not anymore.
5,9,0,Adora,"Spinnerella, this isn't you. You have to fight the chip."
5,9,0,Other,My fight is over. Lord Prime has given me peace. It's time for you to join us.
5,9,0,Glimmer,Not...today.
5,9,0,Adora,Prime really did it. How--? How are we supposed to fight our own friends?
5,9,0,Catra,It never stopped you before.
5,9,0,Netossa,"Hey, guys, welcome back."
5,9,0,Other,"Hello, beloved."
5,9,0,Netossa,"Spinny, don't."
5,9,0,Glimmer,We've gotta go.
5,9,0,Netossa,No. Wait!
5,9,0,Horde Prime,Brother?
5,9,0,Hordak,"Yes, Lord Prime?"
5,9,0,Horde Prime,Come with me.
5,9,0,Horde Prime,"There is something I am forgetting. It plays at the edges of my mind. Etheria. Long ago, I heard that name before, though it fell on different ears. Prepare the vessel. I must access the memories stored in this version."
5,9,0,Horde Prime,The First Ones sought a new source of power of ancient worlds. Why? Why bend themselves to the whims of magic and myth?
5,9,0,Horde Prime,"The fools took their secrets with them when they died. But I will find another way. Is there something wrong, little brother?"
5,9,0,Hordak,"It is an honor to bask in the glory of your former selves, Lord Prime."
5,9,0,Netossa,What were you thinking?
5,9,0,Bow,"Netossa, I'm so glad you're okay."
5,9,0,Netossa,Why'd you do that? I've been tracking Spinny for days. I almost had her.
5,9,0,Catra,Looked more like she almost had you.
5,9,0,Netossa,Catra? Stand back. I'll handle this one.
5,9,0,Catra,What one?
5,9,0,Adora,"Netossa, it's a long story, but she's with us now."
5,9,0,Netossa,Really?
5,9,0,Adora,Yeah.
5,9,0,Netossa,"Watch out, a clone!"
5,9,0,Other,Uh...
5,9,0,Adora,"He's, uh---he's actually on our side, too."
5,9,0,Netossa,"So, the only person I'm fighting here is...my own wife?"
5,9,0,Adora,"Netossa, what happened to everyone else?"
5,9,0,Netossa,"They got Spinny first. And she got to the others. She chipped them. Mermista, Scorpia...King Micah. Prime is forcing them to attack the people of Etheria, to attack us. The other Princesses are in hiding, trying to figure out what to do next, but I can't wait for them. All I know is, I have to get Spinnerella back. Whatever it takes."
5,9,0,Bow,We were gone. We weren't here to help our friends. And the people we were supposed to be fighting for have lost all hope in us.
5,9,0,Adora,Horde Prime tore our home apart. He took our friends. He's not gonna stop until he's taken everything from us.
5,9,0,Glimmer,"Netossa...I'm sorry. We should've been there. But we're here now and we're not giving up. We've never faced greater odds than this. But for everything Prime has thrown at us, he still hasn't managed to stop us."
5,9,0,Glimmer,We're going back for Spinnerella and for the people of Erelandia and to show Prime that Etheria's not done fighting yet. We'll need everyone's help to pull this off. So?
5,9,0,Adora,We won't let Prime win this one.
5,9,0,Entrapta,I'm in.
5,9,0,Other,"I am honored to fight beside you, brothers."
5,9,0,Catra,Sure. Why not? I have some experience taking out Princesses.
5,9,0,Netossa,Thank you.
5,9,0,Other,I swear I wasn't helping She-Ra. I didn't even know it was her.
5,9,0,Other,Prime rewards honesty from his children. Tell us where she is and you will be absolved.
5,9,0,Other,The rebels have been sighted in the outskirts of the woods. Come at once.
5,9,0,Other,Where are the rebels?
5,9,0,Other,Right beside you. Ah?
5,9,0,Glimmer,Gotcha.
5,9,0,Catra,You're clear.
5,9,0,Catra,You go deal with Spinnerella. We'll take care of the bots.
5,9,0,Adora,Be careful.
5,9,0,Catra,Always am.
5,9,0,Other,"Please, I have nothing to do with her. You have to believe me."
5,9,0,Adora,The shopkeeper. No wonder she didn't trust us.
5,9,0,Netossa,"Adora, what if...she can't come back from this?"
5,9,0,Adora,She's still in there. She needs you to remind her who she is. And we need to remind Prime who we are. For the honor of Grayskull!
5,9,0,Netossa,New look?
5,9,0,Netossa,Spinnerella!
5,9,0,Other,"Welcome back, beloved."
5,9,0,Other,Queen Glimmer?
5,9,0,Glimmer,We won't abandon Erelandia.
5,9,0,Netossa,What are you doing?
5,9,0,Adora,I'm trying not to hurt her.
5,9,0,Netossa,Stop holding back. She won't.
5,9,0,Netossa,That's more like it.
5,9,0,Netossa,"Spinny, stop. It's me, Netossa. Please. I love you. Come back to me."
5,9,0,Other,Netossa?
5,9,0,Netossa,Spinny! Is that you?
5,9,0,Other,Darling.
5,9,0,Netossa,No!
5,9,0,Netossa,"She's still in there. I saw her. We can get her back, I know it."
5,9,0,Other,Huh?
5,9,0,Netossa,It's good to have you guys back.
5,9,0,Catra,"She'll, um...She'll be okay. Spinnerella. After the chip, I mean. I, uh, have some experience."
5,9,0,Other,Princesses.
5,9,0,Bow,"Well, technically, I'm not actually--"
5,9,0,Other,"I still think you sort are trouble, but thank you for freeing our town. I don't know what we can do, but if the Rebellion ever needs it, you can always find a friendly face in Erelandia."
5,9,0,Other,Oh! Ah.
5,9,0,Catra,I think Horde Prime is going to know She-Ra's back.
5,9,0,Adora,Good.
5,9,0,Horde Prime,"Set coordinates for Etheria. Clearly, I am going to have to handle this embarrassment myself."
5,9,0,Glimmer,This is where the Rebellion is hiding out?
5,9,0,Netossa,Yep. Why? Have you been here?
5,9,0,Bow,"Oh, I can't wait to see every--"
5,9,0,Perfuma,Show us your necks!
5,9,0,Netossa,"Perfuma, they're good."
5,9,0,Perfuma,Your necks!
5,9,0,Frosta,She's clear.
5,9,0,Perfuma,"Oh, Bow! Bow, it's really you!"
5,9,0,Frosta,"Ah, Glimmer!"
5,9,0,Glimmer,Frosta!
5,9,0,Adora,Swift Wind!
5,9,0,Entrapta,"Emily! Wrong Hordak, meet Emily."
5,9,0,Bow,"All right, let--let it out."
5,9,0,Perfuma,I don't wanna be in change anymore!
5,9,0,Adora,"Hey, come here. It's time for you to officially meet everyone."
5,9,0,Catra,You sure?
5,9,0,Catra,Are you serious?
5,9,0,Frosta,"Deadly serious, Horde scum."
5,9,0,Adora,"Frosta! It's--it's a long story, but Catra's with us now. Okay?"
5,9,0,Frosta,Fine. But I still don't like her face.
5,9,0,Adora,She can live with that.
5,9,0,Perfuma,Did you find her?
5,9,0,Netossa,"I did, but..."
5,9,0,Adora,"Spinnerella got away, but we'll get her back. We'll get all of our friends back. There's still a chance to save them. This war has only just begun."
5,10,0,Adora,"Mermista, Spinnerella, and Scorpia are wreaking havoc across Etheria. If we wanna stop Horde Prime, we have to neutralize them and figure out how to free them from their chips."
5,10,0,Netossa,Leave this to me. I've been keeping track of every Princess' weakness. And I've discerned the best tactical strategy to overpower every one of them. Spinny's weakness is obvious.
5,10,0,Adora,"Uh-huh, uh-huh. Real obvious. And, um, ahem, what is it exactly?"
5,10,0,Netossa,"Everyone knows she twisted her ankle when she was a kid. If you keep her off balance, her injury will act up on her. Next time we fight, I'll target it, and subdue her and un-chip her and save her and remind her of it every time she tells me it's my turn to clean."
5,10,0,Bow,Right. But could we circle back to your not-at-all-weird-and-very-detailed theories on our weaknesses?
5,10,0,Glimmer,"Yeah, not all of us will be as easy as a twisted ankle."
5,10,0,Netossa,"Oh, you don't believe me. That's--That's fine. I'll just demonstrate. Entrapta's weakness: tech."
5,10,0,Netossa,"Mermista's: fire. Frosta's: also fire. Adora can't act to save her life. Also, extreme hair-envy with She-Ra. Glimmer: crippling self-doubt mixed with overwhelming hubris."
5,10,0,Glimmer,"Whoa, whoa, whoa, that's, like, really personal compared to fire."
5,10,0,Perfuma,"Oh, oh, do me. Do me next."
5,10,0,Netossa,Perfuma: fire. And an inability to unleash your full power due to your overwhelming fear of hurting the people you care about.
5,10,0,Perfuma,Some might say that's actually a positive quality.
5,10,0,Netossa,It's not. Bow's weakness...
5,10,0,Bow,"You've spent a lot of time thinking about this, huh?"
5,10,0,Netossa,"Contingency plans are how you win, and I always win."
5,10,0,Catra,"Okay, we get it. Princesses are easy to take down. You and your files don't have anything on real threats, like me."
5,10,0,Adora,"We need to stop the chipped Princesses before they hurt anyone else. We've lost track of Spinnerella after Erelandia, but there is good news. We know where Scorpia is. Bow? Uh, Bow?"
5,10,0,Bow,"Huh? Oh, uh, right. After wreaking havoc on a town along the coast, Scorpia returned to the Fright Zone."
5,10,0,Perfuma,"If Scorpia went back to the Fright Zone, that has to mean something. There's probably a part of her that remembers it's her home."
5,10,0,Catra,That pile of junk isn't anyone's home.
5,10,0,Perfuma,"Scorpia saved me. She stayed behind so the rest of us could escape the Enchanted Grotto. If anyone can resist Horde Prime's programming, it's Scorpia. Her heart's too strong. She'd never hurt her friends."
5,10,0,Catra,"Yeah, she's not great at standing up to authority figures, trust me."
5,10,0,Perfuma,"Your negative vibes aren't appreciated here, Catra."
5,10,0,Catra,"Look, all that matters is the chip. Going for the back of the neck is how we take out Prime's clones. And the only reason that Adora, you know, saved me or whatever, is because the chip got damaged first. That's how we free them."
5,10,0,Perfuma,You think you know how to save Scorpia better than I do? I know all about how you treated her back in the Horde. Things are different now. Scorpia knows the kindness of a true friend.
5,10,0,Perfuma,Hoo. Hmph.
5,10,0,Adora,"Hey, we all want to save Scorpia, so, let's work together to do it. If we make our way through the desert, we can enter the Fright Zone through here. Catra, Melog, we'll need you to cloak us."
5,10,0,Glimmer,"Bow, are you okay?"
5,10,0,Bow,"Yeah, yeah. I'm fine."
5,10,0,Glimmer,"It's your dads, isn't it?"
5,10,0,Bow,"I know they're probably fine. The Library is really well hidden, but I haven't heard from them since we got back."
5,10,0,Glimmer,We should go check on them. I'll teleport us there.
5,10,0,Bow,"But, what about the mission? Scorpia and the others are controlled by Prime and your dad might be with them."
5,10,0,Glimmer,"Bow, Adora and the others can handle Scorpia. This mission is just as important. We have to make sure your dads are safe."
5,10,0,Bow,I'm really worried about them.
5,10,0,Glimmer,"Then let's go. Wherever they are, we'll find them."
5,10,0,Adora,"It's weird, isn't it? Being back. So many memories here."
5,10,0,Catra,Most of them bad.
5,10,0,Catra,"Hey, bet I can still beat you to the forge."
5,10,0,Adora,"Uh, because you always cheat."
5,10,0,Adora,Huh.
5,10,0,Adora,"Well, it's different than I remember it."
5,10,0,Catra,Hordak and I may have had a small disagreement before we were taken by Horde Prime.
5,10,0,Adora,Whoa.
5,10,0,Perfuma,Scorpia?
5,10,0,Catra,What is she doing?
5,10,0,Perfuma,Scorpia?
5,10,0,Adora,Get back here.
5,10,0,Netossa,No. Does no one understand what stealth means?
5,10,0,Perfuma,Scorpia?
5,10,0,Catra,Your plans are just the worst.
5,10,0,Perfuma,Scorpia?
5,10,0,Netossa,What's she doing? Why isn't she attacking?
5,10,0,Perfuma,She recognizes us. I told you she'd never hurt her friends. Scorpia?
5,10,0,Adora,Perfuma!
5,10,0,Perfuma,She must not be able to tell that it's us.
5,10,0,Catra,Whoa.
5,10,0,Catra,"Scorpia...uh, it's me. Look, about everything that happened...I'm really--"
5,10,0,Adora,Catra!
5,10,0,Adora,For the honor of Grayskull!
5,10,0,Netossa,Pretty sure she can tell it's us.
5,10,0,Perfuma,"Yes, but I mean, it's Catra. Can we really blame her?"
5,10,0,Bow,Something doesn't feel right.
5,10,0,Bow,Whoa!
5,10,0,Bow,Prime Bots.
5,10,0,Bow,"They're here, right by my home."
5,10,0,Bow,Lance? George?
5,10,0,Glimmer,Hang on. I'll check the other rooms.
5,10,0,Glimmer,They aren't here.
5,10,0,Bow,What if Horde Prime has them? What if he chipped them?
5,10,0,Glimmer,We don't know that. Maybe they went somewhere safe.
5,10,0,Bow,All of Etheria is under Prime's control. They can't defend themselves. They're dads. And now they've been taken by Horde Prime.
5,10,0,Glimmer,"Uh, Bow?"
5,10,0,Bow,I should've never learned archery. I should've never left home. Then none of this would've happened.
5,10,0,Glimmer,Bow!
5,10,0,Glimmer,What does it say?
5,10,0,Bow,"It says, ""What did the First One say when they burned dinner? It was ruined."""
5,10,0,Glimmer,"Uh, what does that mean? I don't speak dads."
5,10,0,Bow,I know where they are.
5,10,0,Catra,That could've gone better.
5,10,0,Catra,"Hey, I'm working on being a better friend. That has to count for something, right?"
5,10,0,Catra,Scorpia's not alone.
5,10,0,Perfuma,"Her positive energy is being blocked by all of Prime's negative energy. We need to--She-Ra, drop it. Drop it. We don't throw tanks at our friends."
5,10,0,Adora,"Yeah, well, this isn't working. Look at her. It's like she doesn't even recognize us."
5,10,0,Netossa,"Perfuma, enough with the feelings. You could be one of the strongest Princesses if you'd just--"
5,10,0,Perfuma,I am strong! But I'm not gonna hurt my friend.
5,10,0,Adora,"Oh, I really wish she'd stop doing that."
5,10,0,Perfuma,"Scorpia, please stop. You don't have to do this anymore."
5,10,0,Other,Still trying to save everyone? What a wasted effort.
5,10,0,Netossa,This one's mine.
5,10,0,Perfuma,"Netossa, wait."
5,10,0,Adora,"Oh, so, she gets to throw tanks at us."
5,10,0,Glimmer,"Oh, ""It's ruined."" I get it. That's...terrible. Why do you think they came here?"
5,10,0,Bow,"They were excavating it, looking for First Ones artifacts. It would've been the last safe place to go."
5,10,0,Lance,"Bow? Oh, Bow! Oh, and Glimmer. We didn't hit you, did we? Sorry. We're so sorry."
5,10,0,Other,"I'm still teaching him how to use this thing. And I don't know how to use it either. So, um, it's good you're here."
5,10,0,Lance,You got our message.
5,10,0,Other,"I knew you'd ""pun-derstand."""
5,10,0,Bow,You will not distract me with puns right now. I've been so worried. You haven't responded to any of my messages.
5,10,0,Lance,Our tracker pad's been on the fritz. And you know we're useless with that kind of thing. We left a note.
5,10,0,Bow,You can't just work on ancient history like nothing's happening.
5,10,0,Other,You were the one who inspired us to fight for what we believe in. We're not hiding down here. We found something. Something that we think might help everyone.
5,10,0,Glimmer,What did you find?
5,10,0,Lance,It's easier if we show you. Come on.
5,10,0,Mermista,Hiding is pointless.
5,10,0,Mermista,Show yourself and kneel before Horde Prime's might.
5,10,0,Catra,Not a chance.
5,10,0,Netossa,You're not going anywhere.
5,10,0,Other,"Oh, but you are."
5,10,0,Netossa,You can't get rid of me that easily.
